title,author_name,author_birth_year,author_death_year,translators,subjects,bookshelves,copyright,download_count
Villegagnon: A Tale of the Huguenot Persecution,"Kingston, William Henry Giles",1814,1880,,Huguenots -- France -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Religious",False,72
De nachtegaal: Verhalen voor de jeugd,"Schmid, Christoph von",1768,1854,,Sunday school literature,"Browsing: Children & Young Adult Reading, Browsing: Language & Communication, Browsing: Literature",False,72
"Bye-a Baby Bunting, and Other Rhymes",Anonymous,,,,"Advertising -- Cotton thread, Children's poetry","Browsing: Children & Young Adult Reading, Browsing: Poetry",False,72
The Red Lure,"Snell, Roy J. (Roy Judson)",1878,1959,,"Adventure stories, Americans -- Belize -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,72
Our Little Scotch Cousin,"McManus, Blanche",1869,1935,,Children -- Scotland -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: History - European",False,72
"Harper's Young People, April 26, 1881: An Illustrated Weekly",Various,,,,"Children's periodicals, American","Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference",False,72
Winter,Anonymous,,,,Winter -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,72
Linda Carlton's Island Adventure,"Lavell, Edith",,,,"Adventure stories, Carlton, Linda (Fictitious character) -- Juvenile fiction, Cuba -- Description and travel -- Juvenile fiction, Mystery and detective stories, Robinsonades, Women air pilots -- Juvenile fiction, Young women -- Social life and customs -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,72
The Motor Rangers' Wireless Station,"Goldfrap, John Henry",1879,1917,,"Boats and boating -- Juvenile fiction, Radio -- Juvenile fiction, Sea stories, Smugglers -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,72
"Captain Carey; or, Fighting the Indians at Pine Ridge","Lounsberry, Lionel",,,,"Indians of North America -- Wars -- Juvenile fiction, Soldiers -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare",False,72
The Brighton Boys at Chateau-Thierry,"Driscoll, James R.",,,,"World War, 1914-1918 -- Campaigns -- France -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare",False,72
Die Ostereyer: Eine Erzählung zum Ostergeschenke für Kinder,"Schmid, Christoph von",1768,1854,,"Easter eggs -- Juvenile fiction, Fairy tales -- Germany, Generosity -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature",False,72
Aune,"Hellén, Immi",1861,1937,,"Children's stories, Finnish","Browsing: Children & Young Adult Reading, Browsing: Literature",False,72
Uroita: Kreikkalaisia sankaritaruja,"Kingsley, Charles",1819,1875,,"Mythology, Greek -- Juvenile literature","Browsing: Children & Young Adult Reading, Browsing: Literature",False,72
Captain Lucy in France,"Havard, Aline",1889,,,"England -- Description and travel -- Juvenile fiction, France -- History -- German occupation, 1914-1918 -- Juvenile fiction, Military occupation -- Juvenile fiction, Nurses -- Juvenile fiction, Red Cross and Red Crescent -- Juvenile fiction, War stories, World War, 1914-1918 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare",False,72
Kolme tyttöä tuntureilla,"Zwilgmeyer, Dikken",1853,1913,"Rytkönen, Antti",Teenage girls -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,72
"Harper's Young People, June 6, 1882: An Illustrated Weekly",Various,,,,"Children's periodicals, American","Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference",False,72
"Bob Steele in Strange Waters; or, Aboard a Strange Craft","Grayson, Donald",1867,1933,,"Adventure stories, Belize -- Juvenile fiction, Submarines (Ships) -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,72
Junior Park Ranger Program: Montezuma Castle and Tuzigoot National Monuments,United States. National Park Service,,,,"Montezuma Castle National Monument (Ariz.) -- Problems and exercises -- Juvenile literature, Tuzigoot National Monument (Ariz.) -- Problems and exercises -- Juvenile literature","Browsing: Children & Young Adult Reading, Browsing: History - American, Browsing: Travel & Geography",False,72
The Dreadnought Boys' World Cruise,"Goldfrap, John Henry",1879,1917,,"Sailors -- Juvenile fiction, United States. Navy -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,72
Roy Blakeley's Tangled Trail,"Fitzhugh, Percy Keese",1876,1950,,"Boy Scouts of America -- Juvenile fiction, Camps -- Juvenile fiction, Children's stories, Hiking -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,72
The Girls of Greycliff,"Grove, Harriet Pyne",,,,"Boarding school students -- Juvenile fiction, Boarding schools -- Juvenile fiction, Girls -- Societies and clubs -- Juvenile fiction, Mystery fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,72
"The Girl's Own Paper, Vol. XX, No. 1020, July 15, 1899",Various,,,,Children's literature -- Periodicals,"Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference",False,72
The Girl Scouts' Vacation Adventures,"Lavell, Edith",,,,"Businesswomen -- Juvenile fiction, Girl Scouts -- Juvenile fiction, Humanitarianism -- Juvenile fiction, Young women -- Societies and clubs -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,72
Domestic animals: a story book for children,Anonymous,,,,Domestic animals -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,72
Eye Service and Love Service,Anonymous,,,,"Christian life -- Juvenile fiction, Girls -- Conduct of life -- Juvenile fiction, Obedience -- Juvenile fiction, Romanies -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,72
"The Airship Boys in the Great War; or, The Rescue of Bob Russell","Cass, De Lysle F.",,,,"Aeronautics -- Juvenile fiction, World War, 1914-1918 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare",False,72
A Boy's Ride,"Zollinger, Gulielma",1856,1917,,"Great Britain -- History -- Medieval period, 1066-1485 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Medieval/The Middle Ages",False,71
Little Dorrit,"Dickens, Charles",1812,1870,,"Children of prisoners -- Fiction, Debt, Imprisonment for -- Fiction, Domestic fiction, Fathers and daughters -- Fiction, Inheritance and succession -- Fiction, London (England) -- Fiction, Love stories, Marshalsea Prison (Southwark, London, England) -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",True,71
Daddy Takes Us Skating,"Garis, Howard Roger",1873,1962,,"Fathers -- Juvenile fiction, Skating -- Juvenile fiction, Winter -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,71
Kriegsbüchlein für unsere Kinder,"Sapper, Agnes",1852,1929,,"World War, 1914-1918 -- Juvenile literature","Browsing: Children & Young Adult Reading, Browsing: History - Warfare, DE Kinderbuch",False,71
"The High School Captain of the Team; or, Dick & Co. Leading the Athletic Vanguard","Hancock, H. Irving (Harrie Irving)",1868,1922,,"Football -- Juvenile fiction, High school students -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Sports/Hobbies/Motoring",False,71
Les deux nigauds,"Ségur, Sophie, comtesse de",1799,1874,,"Humorous stories, Paris (France) -- Fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Humour, FR Jeunesse",False,71
The Goop Directory of Juvenile Offenders Famous for their Misdeeds and Serving as a Salutary Example for all Virtuous Children,"Burgess, Gelett",1866,1951,,Manners and customs -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Literature",False,71
The Camp Fire Girls in the Outside World,"Vandercook, Margaret",1876,1958,,Camp Fire Girls -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,71
The Silent Alarm,"Snell, Roy J. (Roy Judson)",1878,1959,,"Coal mines and mining -- Juvenile fiction, Kentucky -- Juvenile fiction, Railroad stories, Rural schools -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,71
Our Little French Cousin,"McManus, Blanche",1869,1935,,Children -- France -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: History - European, Browsing: Travel & Geography",False,71
The Dare Boys with General Greene,"Cox, Stephen Angus Douglas",1863,1944,,"United States -- History -- Revolution, 1775-1783 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - American",False,71
Devotional Poetry for the Children. Second Part,Various,,,,"Children -- Conduct of life -- Juvenile poetry, Christian life -- Juvenile poetry","Browsing: Children & Young Adult Reading, Browsing: Poetry, Browsing: Religion/Spirituality/Paranormal",False,71
The Boy Scouts of the Field Hospital,"Shaler, Robert",,,,"Boy Scouts of America -- Juvenile fiction, First aid in illness and injury -- Juvenile fiction, Military hospitals -- Juvenile fiction, Mystery and detective stories, Strikes and lockouts -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,71
"Camp Mates in Michigan; or, with Pack and Paddle in the Pine Woods","Rathborne, St. George",1854,1938,,"Camping -- Juvenile fiction, Canoes and canoeing -- Juvenile fiction, Michigan -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,71
Little Folks' Christmas Stories and Plays,N/A,N/A,N/A,,Christmas stories,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,71
The Red Cross Girls in Belgium,"Vandercook, Margaret",1876,1958,,"Belgium -- Juvenile fiction, Nursing -- Juvenile fiction, Participation -- Juvenile fiction, Red Cross and Red Crescent -- Juvenile fiction, War stories, World War, 1914-1918 -- Juvenile fiction, Young women -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare",False,71
Kiljusen herrasväki satumaassa,"Finne, Jalmari",1874,1938,,"Children's stories, Finnish","Browsing: Children & Young Adult Reading, Browsing: Language & Communication, Browsing: Literature",False,71
Evening Tales,"Ortoli, Jean-Baptiste Frédéric",1861,,"Harris, Joel Chandler","Children -- Conduct of life -- Juvenile fiction, Children's stories, Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,71
Scott Burton on the Range,"Cheyney, Edward G. (Edward Gheen)",1878,1950,,"Detective and mystery stories, Sheep ranchers -- Juvenile fiction, United States. Forest Service -- Juvenile fiction, Western stories","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,71
Westy Martin,"Fitzhugh, Percy Keese",1876,1950,,Boy Scouts of America -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,71
Adele Doring of the Sunnyside Club,"North, Grace May",1876,1960,,"Doring, Adele (Fictitious character) -- Juvenile fiction, Girls -- Juvenile fiction, Girls -- Societies and clubs -- Juvenile fiction, Kindness -- Juvenile fiction, Sunnyside Club (Imaginary organization) -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,71
With Trumpet and Drum,"Field, Eugene",1850,1895,,"Children -- Conduct of life -- Juvenile poetry, Children's poetry, Conduct of life -- Juvenile poetry","Browsing: Children & Young Adult Reading, Browsing: Poetry",False,71
The Miller and His Golden Dream,"Leonard, Eliza Lucy",,,,"Avarice -- Juvenile poetry, Children's poetry","Browsing: Children & Young Adult Reading, Browsing: Poetry",False,71
Be Kind to One Another,Anonymous,,,,"Friendship -- Juvenile fiction, Girls -- Conduct of life -- Juvenile fiction, Kindness -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,71
"The Gold Thread; and, Wee Davie: Two Stories for the Young","Macleod, Norman",1812,1872,,"Children's stories, Christian life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature",False,71
The Dare Boys in Vincennes,"Cox, Stephen Angus Douglas",1863,1944,,"United States -- History -- Revolution, 1775-1783 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - American",False,71
Eine feine Woche!,"Pistorius, Fritz",1864,1932,,Schools -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,71
The Iron Star — And What It Saw on Its Journey Through the Ages: From Myth to History,"True, John Preston",1859,1933,,Iron -- History -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: History - General, Browsing: Literature",False,70
Snubby Nose and Tippy Toes,"Smith, Laura Rountree",1876,1924,,"Animals -- Juvenile fiction, Rabbits -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,70
"The Camp Fire Girls at School; Or, The Wohelo Weavers","Frey, Hildegard G.",1891,1957,,"Camp Fire Girls -- Juvenile fiction, Schools -- Fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Teaching & Education, Children's Book Series, School Stories",False,70
Stephen Grattan's Faith: A Canadian Story,"Robertson, Margaret M. (Margaret Murray)",1821,1897,,Conduct of life -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,70
"The Little Quaker; or, the Triumph of Virtue. A Tale for the Instruction of Youth","Moodie, Susanna",1803,1885,,Conduct of life -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,70
Dorothy's Triumph,"Raymond, Evelyn",1843,1910,,"Chester, Dorothy (Fictitious character) -- Juvenile fiction, Concerts -- Juvenile fiction, Musicians -- Juvenile fiction, Violin -- Juvenile fiction, Young women -- Social life and customs -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,70
The Underpup,"Wylie, I. A. R. (Ida Alexa Ross)",1885,1959,,"Camps -- Fiction, Girls -- Fiction, Short stories","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,70
Bert Wilson at Panama,"Duffield, J. W.",,,,"Adventure stories, Friendship -- Juvenile fiction, Panama Canal (Panama) -- History -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Young men -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,70
